,Station_ID,lonWGS84,latWGS84,xWGS84_UTM10N,yWGS84_UTM10N,zWGS84,OG,FAA,SBA,TTC,CBA,ISO
2483,19GY2611,-122.5946202634,39.1578956726,535024.451,4334376.914,427.12767,979947.78,-5.76,-56.76,6.02,-51.33,-14.14
2484,19GY2612,-122.5337857033,39.1683951971,540274.538,4335567.343,428.25532,979948.64,-5.44,-56.58,2.75,-54.43,-18.64
2485,19GY2616,-122.606785724,39.0067348082,534045.942,4317597.485,463.63706,979946.96,18.21,-36.93,1.69,-35.87,-4.02
2486,19GY2617,-122.6502872099,39.0004029695,530282.111,4316879.461,600.77105,979914.33,28.45,-42.04,4.57,-38.25,-6.56
2487,19GY2618,-122.6336195251,38.9920701314,531729.114,4315960.43,431.28147,979956.44,19.01,-32.51,2.28,-30.83,0.63
2488,19GY2619,-122.6107856181,38.9907355052,533707.205,4315820.529,441.22986,979948.71,14.47,-38.16,1.17,-37.6,-6.29
2489,19GY2622,-122.6231177327,38.9104058466,532676.064,4306901.802,399.94362,979951.06,11.24,-36.8,1.27,-36.08,-7.78
2490,19GY2623,-122.6119503331,38.9107387437,533644.134,4306942.804,386.34834,979953.99,9.95,-36.57,1.26,-35.85,-7.54
2491,19GY2624,-122.5964499909,38.9249050793,534981.072,4308520.674,391.89522,979952.97,9.38,-37.76,1.09,-37.22,-8.37
2492,19GY4001,-122.6764541458,38.9850706774,528022.321,4315169.638,382.06643,979963.44,11.46,-34.56,1.89,-33.21,-2.01
2493,19GY4002,-122.672954087,38.998903185,528319.949,4316705.733,376.16361,979961.36,6.32,-39.03,2.26,-37.3,-5.5
2494,19GY4003,-122.6496202874,39.0099025722,530335.804,4317933.869,405.31722,979955.97,8.94,-39.67,1.99,-38.25,-6.03
2495,19GY4004,-122.6489533768,39.0207351104,530388.908,4319136.198,382.76241,979960.31,5.35,-40.73,2.09,-39.18,-6.52
2496,19GY4005,-122.6302866603,39.0129022243,532008.358,4318273.367,453.64578,979946.48,14.09,-39.93,1.75,-38.8,-6.57
2497,19GY4006,-122.6351199998,39.0260686705,531584.047,4319732.784,600.53416,979917.33,29.08,-41.37,2.88,-39.26,-6.61
2498,19GY4007,-122.5991186214,39.0177342841,534704.414,4318821.013,462.88908,979944.22,14.26,-40.79,2.26,-39.17,-6.97
2499,19GY4008,-122.5859514752,39.0409002623,535832.602,4321396.897,436.02819,979944.0700000001,3.77,-48.28,1.41,-47.47,-14.57
2500,19GY4009,-122.5931188597,39.0547328381,535205.453,4322929.135,313.04964,979970.05,-9.43,-47.71,2.78,-45.39,-11.83
2501,19GY4010,-122.5762851872,39.0429000906,536668.112,4321622.676,306.02898,979966.53,-14.06,-51.56,3.73,-48.27,-15.34
2502,19GY4011,-122.5829517257,39.0763990437,536074.139,4325337.483,346.2208,979964.47,-6.72,-48.7,3.31,-45.89,-11.74
2503,19GY4012,-122.60545248,39.0840659801,534124.153,4326179.617,347.58252,979966.0,-5.46,-47.59,4.01,-44.08,-9.3
2504,19GY4013,-122.5796187731,39.092398484,536354.223,4327114.322,636.89102,979908.59,25.64,-48.86,2.84,-46.84,-12.38
2505,19GY4014,-122.6596192347,38.8647408061,529530.239,4301821.94,657.44268,979889.97,33.63,-43.22,2.69,-41.37,-15.35
2506,19GY4015,-122.6491189004,38.8707405285,530438.655,4302491.172,668.29552,979888.96,35.43,-42.63,2.67,-40.81,-14.46
2507,19GY4016,-122.6442855077,38.8819072048,530853.12,4303731.951,592.64262,979906.64,28.79,-40.81,2.23,-39.35,-12.42
2508,19GY4017,-122.6391184337,38.8917398797,531296.976,4304824.836,494.16067,979928.55,19.45,-39.13,2.11,-37.68,-10.25
2509,19GY4018,-122.6391185751,38.9030735243,531291.99,4306082.526,411.84089,979947.48,11.97,-37.39,2.07,-35.89,-7.92
2510,19GY4019,-122.6567861214,38.8944068959,529763.652,4305114.883,456.89718,979934.73,13.89,-40.52,2.89,-38.25,-10.76
2511,19GY4020,-122.6654523761,38.8889071199,529014.346,4304501.785,485.27529,979927.41,15.81,-41.77,3.36,-39.06,-11.88
2512,19GY4021,-122.6731196635,38.8560752016,528362.428,4300856.049,629.75886,979892.96,28.84,-44.91,3.03,-42.68,-17.15
2513,19GY4022,-122.6879531994,38.8507415324,527077.386,4300259.677,552.17514,979904.3200000001,16.73,-48.33,5.25,-43.81,-18.62
2514,19GY4023,-122.6657862798,38.8485753548,529001.771,4300026.104,441.46752,979928.87,7.33,-45.35,5.64,-40.32,-14.92
2515,19GY4024,-122.6549517485,38.8405754885,529945.305,4299141.866,400.99809,979936.5700000001,3.26,-44.9,6.29,-39.17,-14.01
2516,19GY4025,-122.6469513233,38.8322416582,530643.204,4298219.727,365.61473,979945.74,2.26,-41.95,5.61,-36.85,-11.99
2517,19GY4026,-122.6291174795,38.822408787,532195.543,4297134.722,326.52508,979957.59,2.93,-36.9,3.6,-33.78,-9.23
2518,19GY4027,-122.6204495473,38.8137417274,532951.985,4296176.044,299.08069,979964.4,2.05,-34.72,3.27,-31.88,-7.68
2519,19GY4028,-122.6149491279,38.7970761368,533437.313,4294328.695,288.05623,979969.42,5.15,-30.38,2.72,-28.08,-4.6
2520,19GY4029,-122.6116158854,38.7867423776,533731.638,4293183.206,294.06394,979971.75,10.26,-25.95,2.12,-24.27,-1.27
2521,19GY4030,-122.638950275,38.7785771214,531361.182,4292267.403,360.31349,979955.86,15.53,-28.1,3.67,-24.94,-2.65
2522,19GY4031,-122.6734519025,38.8039098192,528354.287,4295067.246,802.38486,979855.49,49.26,-43.82,6.32,-38.47,-15.61
2523,19GY4032,-122.6571182533,38.8022426792,529773.241,4294887.439,747.76741,979868.42,45.5,-41.47,6.96,-35.43,-12.41
2524,19GY4033,-122.6426175362,38.7892428792,531038.014,4293449.704,674.20779,979886.14,41.69,-37.05,8.04,-29.86,-7.29
2525,19GY4034,-122.6492848868,38.7970767373,530455.632,4294316.766,778.79411,979859.56,46.67,-43.77,11.4,-33.31,-10.49
2526,19GY4035,-122.6171159084,38.7714098167,533261.074,4291479.778,366.24079,979958.98,21.12,-23.17,1.93,-21.76,0.37
2527,19GY4036,-122.6146156746,38.7524102557,533487.148,4289372.364,305.87936,979968.95,14.16,-23.39,1.52,-22.31,-1.06
2528,19GY4037,-122.5824484301,38.8269079762,536244.52,4297651.465,333.40597,979962.21,9.28,-31.33,2.55,-29.26,-4.32
2529,19GY4038,-122.6116167431,38.8487406052,533702.33,4300063.035,440.24414,979938.98,17.06,-35.49,1.85,-34.24,-8.5
2530,19GY4039,-122.6272849103,38.8577407069,532338.63,4301056.101,430.84971,979939.27,13.65,-37.85,2.54,-35.91,-9.83
2531,19GY4040,-122.6227844104,38.8679071472,532724.456,4302185.863,422.32079,979942.02,12.87,-37.67,2.35,-35.91,-9.38
2532,19GY4041,-122.60394974,38.8895733765,534347.988,4304597.07,392.69273,979951.88,11.67,-35.56,1.29,-34.81,-7.32
2533,19GY4042,-122.6067836898,38.8784067371,534107.548,4303356.851,402.34559,979948.95,12.71,-35.6,1.38,-34.78,-7.76
2534,19GY4043,-122.6037837446,38.8699069109,534371.857,4302414.757,494.30935,979929.96,22.84,-35.76,1.98,-34.44,-7.81
2535,19GY4044,-122.5717825474,38.8607399015,537152.75,4301410.036,479.95935,979934.96,24.22,-32.77,1.53,-31.89,-5.64
2536,19GY4045,-122.6266165883,38.7552435575,532443.069,4289682.444,305.88272,979970.0,14.96,-22.59,1.69,-21.34,-0.08
2537,19GY4046,-122.632783732,38.7437438626,531912.327,4288404.192,311.65366,979968.1,15.86,-22.33,1.95,-20.84,-0.26
2538,19GY4047,-122.6486173093,38.7424110797,530536.899,4288250.897,338.79004,979961.23,17.48,-23.75,2.92,-21.31,-1.03
2539,19GY4048,-122.6502843468,38.7340782779,530395.557,4287325.68,330.91092,979961.16,15.72,-24.63,3.7,-21.4,-1.59
2540,19GY4049,-122.6592846923,38.7302444881,529614.872,4286897.309,341.70008,979957.42,15.65,-25.91,4.28,-22.12,-2.68
2541,19GY4050,-122.6722851876,38.7375785267,528481.958,4287707.017,492.12055,979926.61,30.59,-27.8,4.66,-23.8,-4.28
2542,19GY4051,-122.6532846436,38.7665775787,530121.125,4290931.031,321.53462,979964.14,12.91,-26.38,3.07,-23.77,-2.24
2543,19GY4052,-122.6887860781,38.7752438447,527033.637,4291881.613,371.8557,979946.85,10.37,-34.55,5.0,-30.08,-8.65
2544,19GY4053,-122.705286599,38.77457809,525600.552,4291802.989,430.15411,979930.41,11.97,-39.47,6.5,-33.57,-12.5
2545,19GY4054,-122.6739514775,38.774910642,528322.381,4291849.126,350.72532,979952.94,9.97,-32.58,4.83,-28.26,-6.61
2546,19GY4055,-122.696287181,38.8252424141,526363.622,4297427.645,973.31486,979817.83,62.41,-49.78,5.76,-45.12,-21.61
2547,19GY4056,-122.7032876112,38.8344091959,525752.65,4298442.869,972.53522,979817.04,60.57,-51.54,5.86,-46.78,-22.89
2548,19GY4057,-122.7042877499,38.8417419805,525663.211,4299256.295,883.95838,979836.0,51.56,-50.63,5.19,-46.48,-22.19
2549,19GY4058,-122.687287039,38.840408845,527139.117,4299113.272,748.25592,979865.3200000001,39.14,-47.87,4.76,-44.03,-19.49
2550,19GY4059,-122.670786224,38.8300759751,528575.292,4297971.682,817.5333,979851.75,47.86,-46.9,5.65,-42.23,-18.05
2551,19GY4060,-122.6829533038,38.9125734512,527487.412,4307122.608,568.1212,979909.73,21.59,-45.26,2.78,-43.22,-15.21
2552,19GY4061,-122.706454184,38.9177394259,525448.077,4307689.056,543.7629,979912.49,16.39,-47.74,2.23,-46.23,-18.19
2553,19GY4062,-122.7169545025,38.9147395984,524538.815,4307353.288,572.19811,979905.87,18.8,-48.51,2.06,-47.2,-19.45
2554,19GY4063,-122.7324550243,38.923573417,523192.109,4308329.519,562.51468,979909.44,18.6,-47.62,1.93,-46.43,-18.43
2555,19GY4064,-122.7277891131,38.9485725065,523588.29,4311104.868,578.93904,979911.75,23.75,-44.3,2.25,-42.81,-13.67
2556,19GY4065,-122.7141218952,38.951738284,524771.516,4311459.802,530.62975,979925.89,22.71,-39.94,1.88,-38.77,-9.32
2557,19GY4066,-122.7057886935,38.955238093,525492.341,4311850.475,528.46761,979926.01,21.85,-40.55,2.89,-38.37,-8.7
2558,19GY4067,-122.6134513404,38.969736443,533486.234,4313489.254,405.64652,979957.97,14.62,-34.04,1.57,-33.03,-2.47
2559,19GY4069,-122.8526274208,38.9652384124,512767.495,4312929.39,405.92157,979953.42,10.61,-38.1,1.47,-37.19,-9.46
2560,19GY4070,-122.8717949285,38.9504060578,511109.25,4311280.927,445.26477,979945.34,15.99,-37.12,1.58,-36.15,-9.69
2561,19GY4071,-122.8667946187,38.9390735127,511544.375,4310023.975,450.53243,979945.06,18.34,-35.36,1.64,-34.34,-8.31
2562,19GY4072,-122.8489597541,38.9227400989,513093.054,4308213.868,427.61065,979941.67,9.33,-41.82,2.43,-39.98,-14.26
2563,19GY4073,-122.8537939148,38.9174073275,512674.95,4307621.41,431.19768,979942.39,11.63,-39.92,2.18,-38.33,-13.0
2564,19GY4074,-122.8587941029,38.9140744812,512242.044,4307250.882,439.32874,979941.65,13.69,-38.76,2.19,-37.18,-12.18
2565,19GY4075,-122.8586270745,38.9099076449,512257.241,4306788.513,436.21866,979942.74,14.19,-37.92,2.48,-36.03,-11.23
2566,19GY4076,-122.8694605093,38.9050748841,511318.734,4306250.825,515.82684,979927.41,23.85,-37.16,2.74,-35.11,-10.93
2567,19GY4077,-122.8766279225,38.890575453,510699.441,4304640.97,650.79675,979898.71,38.07,-38.05,3.87,-35.0,-11.91
2568,19GY4078,-122.8809610879,38.8972411892,510322.683,4305380.162,510.70899,979926.9299999999,22.48,-37.96,4.11,-34.53,-11.11
2569,19GY4079,-122.8706275405,38.8970752087,511218.802,4305362.963,656.15472,979896.86,37.3,-39.42,4.09,-36.16,-12.55
2570,19GY4080,-122.8639602454,38.8910754159,511797.963,4304698.012,669.63343,979892.7,37.83,-40.4,4.59,-36.65,-13.17
2571,19GY4081,-122.8814611156,38.9249070066,510275.332,4308450.165,423.24053,979952.35,18.47,-32.19,2.26,-30.51,-5.6
2572,19GY4082,-122.9087964225,38.9685721537,507900.971,4313292.965,422.43807,979964.99,26.99,-23.57,2.0,-22.15,4.12
2573,19GY4083,-122.9947993973,38.9872376026,500450.41,4315360.341,641.90264,979915.6799999999,43.75,-31.37,5.07,-27.13,-3.07
2574,19GY4098,-122.9342971726,38.9340737557,505694.599,4309462.77,453.60406,979948.34,23.02,-31.03,5.65,-26.0,-2.35
2575,19GY4099,-122.970631554,38.9442393854,502545.06,4310589.207,641.56319,979917.11,48.9,-26.19,3.21,-23.81,-1.08
2576,19GY4100,-122.9857991876,38.9367397416,501230.767,4309756.658,655.00844,979913.38,50.0,-26.61,4.34,-23.1,-1.36
2577,19GY4101,-122.9916323702,38.9469063024,500725.109,4310884.779,546.64378,979935.59,37.88,-26.6,4.42,-22.9,-0.75
2578,19GY4118,-122.9981356578,38.828413281,500161.826,4297735.703,133.15368,980007.4,-7.29,-25.54,4.93,-20.84,-5.31
2579,19GY4119,-122.8899615413,38.8839087962,509543.975,4303899.699,778.09596,979875.58,54.81,-35.56,4.55,-31.95,-9.74
2580,19GY4120,-122.9631342853,38.8177462655,503200.44,4296552.652,179.77958,979994.3200000001,-5.05,-28.52,5.51,-23.3,-7.12
2581,19GY4121,-122.9413001488,38.816913112,505095.997,4296461.19,173.857,979994.48,-6.66,-29.46,4.82,-24.93,-7.94
2582,19GY4122,-122.9306325849,38.8124132135,506022.475,4295962.496,187.39664,979991.29,-5.28,-29.6,4.49,-25.41,-8.32
2583,19GY4123,-122.9202987745,38.8262457242,506918.317,4297498.189,221.56764,979980.87,-6.41,-34.54,6.93,-27.95,-9.65
2584,19GY4124,-122.9014636789,38.8302454301,508552.784,4297943.622,231.94123,979973.55,-10.9,-40.18,8.45,-32.09,-12.87
2585,19GY4125,-122.9774674652,38.7225845255,501958.728,4285992.464,46.97213,980019.34,-12.47,-21.13,2.32,-18.92,-9.28
2586,19GY4126,-122.983134804,38.7342502366,501465.834,4287286.854,78.07149,980013.74,-9.52,-21.65,2.27,-19.53,-9.35
2587,19GY4127,-122.9883021117,38.7457499294,501016.556,4288562.861,114.58685,980006.65,-6.36,-22.58,2.09,-20.69,-9.99
2588,19GY4128,-122.9904683043,38.7572495112,500828.179,4289838.905,80.30012,980012.7,-11.92,-24.29,1.96,-22.48,-11.1
2589,19GY4129,-122.9956355861,38.7669161955,500379.159,4290911.55,63.40944,980016.77,-13.92,-24.41,2.14,-22.4,-10.6
2590,19GY4130,-122.9868024777,38.7820821212,501146.294,4292594.537,57.4845,980018.86,-15.02,-24.84,3.02,-21.94,-8.81
2591,19GY4131,-122.9911356484,38.8062470789,500769.669,4295276.008,67.89308,980018.95,-13.89,-24.85,4.43,-20.56,-6.08
2592,19GY4140,-122.5077833162,39.0660656644,542582.35,4324223.276,615.19568,979912.56,25.28,-46.81,3.19,-44.41,-12.29
2593,19GY4141,-122.5332842208,39.0817314926,540367.295,4325950.129,428.05463,979952.4,5.99,-45.15,2.02,-43.72,-10.43
2594,19GY4147,-122.5139490096,39.0338998155,542068.022,4320650.87,612.47421,979909.58,24.33,-47.46,3.07,-45.18,-13.81
2595,19GY4148,-122.5669506693,39.0274005725,537484.108,4319906.461,302.26744,979965.83,-14.54,-51.62,2.67,-49.39,-17.12
2596,19GY4149,-122.5542843778,39.0357331291,538575.958,4320836.439,325.30628,979958.88,-15.12,-54.78,4.17,-51.09,-18.74
2597,18GY2026,-122.7504541781,38.7689119918,521678.737,4291162.569,730.34317,979869.91,44.58,-40.45,4.85,-36.5,-16.93
2598,18GY2001,-122.7446212346,38.7784116113,522182.52,4292218.112,807.3032,979853.61,51.16,-42.47,6.66,-36.79,-16.58
2599,18GY2002,-122.7459543328,38.7809115591,522065.955,4292495.201,883.42328,979837.22,58.03,-44.12,8.14,-37.01,-16.74
2600,18GY2003,-122.7487883966,38.7774117154,521820.859,4292106.154,776.87529,979859.53,47.79,-42.44,6.04,-37.35,-17.26
2601,18GY2004,-122.7509544961,38.7777447447,521632.605,4292142.595,783.70135,979857.71,48.04,-42.95,6.12,-37.78,-17.72
2602,18GY2005,-122.7536214023,38.7749118771,521401.799,4291827.613,707.71936,979872.99,40.14,-42.35,5.39,-37.84,-17.96
2603,18GY2006,-122.7661221912,38.7784120138,520314.917,4292213.162,685.30175,979877.92,37.85,-42.13,6.22,-36.77,-16.98
2604,18GY2007,-122.7626220635,38.7805788788,520618.319,4292454.396,780.0237,979858.52,47.48,-43.11,6.14,-37.91,-17.97
2605,18GY2008,-122.7564547417,38.7779118416,521154.793,4292159.851,822.73549,979849.9299999999,52.29,-43.07,6.35,-37.7,-17.79
2606,18GY2009,-122.7639551654,38.7830788253,520501.812,4292731.508,769.51479,979860.39,45.88,-43.52,6.56,-37.91,-17.83
2607,18GY2010,-122.7757898019,38.786078983,519473.09,4293061.841,579.37415,979895.83,22.41,-45.72,6.71,-39.77,-19.68
2608,18GY2011,-122.7789559838,38.7880789767,519197.565,4293283.106,574.70727,979897.23,22.2,-45.42,6.27,-39.9,-19.77
2609,18GY2012,-122.783790261,38.7910789654,518776.923,4293615.002,613.50345,979890.66,27.33,-44.62,5.95,-39.46,-19.3
2610,18GY2013,-122.7864564197,38.793078945,518544.859,4293836.391,645.71956,979884.85,31.28,-44.28,5.92,-39.18,-19.0
2611,18GY2014,-122.779790135,38.7955787348,519123.115,4294115.159,785.50543,979857.61,46.93,-44.26,7.17,-38.05,-17.66
2612,18GY2015,-122.7739558506,38.7964115683,519629.539,4294208.812,867.4443,979840.73,55.24,-45.12,8.58,-37.57,-17.05
2613,18GY2016,-122.7634553646,38.7962443792,520541.444,4294192.566,945.87703,979826.3200000001,65.03,-44.1,7.73,-37.46,-16.75
2614,18GY2017,-122.7604551983,38.7944113865,520802.51,4293989.842,945.87891,979827.1,65.97,-43.16,7.21,-37.04,-16.37
2615,18GY2018,-122.7597892399,38.7985782339,520859.129,4294452.378,944.58698,979825.5700000001,63.67,-45.32,8.35,-38.05,-17.12
2616,18GY2019,-122.7592892863,38.8025780878,520901.375,4294896.346,1062.59504,979799.75,73.89,-48.3,11.66,-37.81,-16.74
2617,18GY2020,-122.7646223336,38.7914115659,520441.485,4293656.02,905.85596,979834.51,61.31,-43.35,7.82,-36.58,-16.14
2618,18GY2021,-122.7682894474,38.7880787452,520123.949,4293285.373,854.95799,979842.54,53.94,-45.02,8.41,-37.62,-17.43
2619,18GY2022,-122.7601220369,38.7859116623,520833.916,4293046.726,978.23574,979816.59,66.21,-46.55,10.76,-36.9,-16.73
2620,18GY2023,-122.7411208352,38.7724117193,522488.453,4291553.176,910.87999,979832.89,62.93,-42.29,6.92,-36.43,-16.57
2621,18GY2024,-122.7489541357,38.7705789151,521808.543,4291347.899,744.52616,979866.64,45.53,-41.08,4.85,-37.15,-17.45
2622,18GY2025,-122.7521212098,38.7654121238,521534.97,4290773.806,796.73914,979856.49,51.96,-40.5,5.81,-35.66,-16.38
2623,18GY2027,-122.7337877367,38.7754115152,523124.501,4291887.883,959.54186,979823.6,68.38,-42.29,7.88,-35.51,-15.35
2624,18GY2028,-122.7394540698,38.7815784277,522630.346,4292570.79,991.54113,979816.37,70.47,-43.78,8.31,-36.59,-16.23
2625,18GY2029,-122.7421212292,38.7844113854,522397.797,4292884.499,1054.52425,979802.24,75.51,-45.78,10.16,-36.79,-16.36
2626,18GY2030,-122.744621406,38.7885782975,522179.355,4293346.28,1065.7914,979801.01,77.38,-45.17,9.41,-36.93,-16.32
2627,18GY2032,-122.7437884495,38.7930781382,522250.298,4293845.818,1087.73346,979795.8,78.54,-46.47,10.45,-37.21,-16.35
2628,18GY2033,-122.747788581,38.7909112771,521903.575,4293604.402,1118.86552,979789.01,81.54,-46.94,11.57,-36.59,-15.95
2629,18GY2034,-122.751621709,38.788744414,521571.335,4293363.04,1112.50958,979790.31,81.08,-46.7,11.29,-36.62,-16.18
2630,18GY2035,-122.7479545304,38.7875783866,521890.182,4293234.52,1166.18546,979776.06,83.49,-50.3,14.92,-36.62,-16.22
2631,18GY2036,-122.7399541901,38.7874112562,522585.067,4293217.919,1002.50825,979814.95,71.91,-43.56,8.21,-36.48,-15.8
2632,18GY2037,-122.7347880364,38.7907440664,523032.677,4293589.04,905.87018,979835.17,62.02,-42.63,7.2,-36.48,-15.43
2633,18GY2038,-122.7357881455,38.7945779586,522944.592,4294014.226,994.92628,979814.9299999999,68.91,-45.71,9.51,-37.32,-16.14
2634,18GY2039,-122.7707899834,38.8134109073,519899.732,4296095.872,1056.03555,979803.8200000001,74.98,-46.47,8.61,-39.04,-17.63
2635,18GY2040,-122.7646227194,38.8140777748,520434.976,4296171.233,1097.3234,979793.97,77.8,-48.27,9.69,-39.77,-18.22
2636,18GY2041,-122.7571223735,38.812910684,521086.486,4296043.427,1197.65018,979769.53,84.4,-52.89,12.18,-41.97,-20.37
2637,18GY2042,-122.7542891484,38.8072438379,521334.155,4295415.248,1254.034,979757.0,89.77,-53.84,13.31,-41.82,-20.52
2638,18GY2043,-122.7521221004,38.8095777163,521521.61,4295674.741,1226.67199,979763.33,87.45,-53.1,11.77,-42.6,-21.11
2639,18GY2044,-122.7496219849,38.8090776918,521738.831,4295619.846,1275.80892,979750.91,90.23,-55.82,13.66,-43.46,-21.99
2640,18GY2045,-122.7529551893,38.8125776246,521448.379,4296007.438,1199.24207,979769.09,84.48,-52.99,11.7,-42.55,-20.89
2641,18GY2046,-122.748789016,38.8127435489,521810.035,4296026.836,1218.48097,979763.35,84.66,-54.97,12.2,-44.04,-22.3
2642,18GY2047,-122.7437887797,38.8112435196,522244.621,4295861.586,1320.56081,979737.33,90.25,-60.8,16.46,-45.67,-23.97
2643,18GY2048,-122.7354543716,38.8077435106,522969.351,4295475.259,1399.58953,979715.5700000001,93.18,-66.72,22.05,-46.04,-24.43
2644,18GY2049,-122.7482890492,38.8157434345,521852.525,4296359.846,1163.68101,979775.5700000001,79.71,-53.78,11.14,-43.89,-21.94
2645,18GY2050,-122.7471220606,38.8190772967,521952.815,4296730.077,1089.58605,979791.9,72.89,-52.31,9.66,-43.84,-21.62
2646,18GY2051,-122.746455099,38.8227431543,522009.587,4297137.03,1017.9571,979808.42,67.0,-50.19,8.29,-43.05,-20.56
2647,18GY2052,-122.7516224165,38.8259101054,521560.069,4297487.228,887.53829,979838.71,56.79,-45.81,5.93,-40.92,-18.27
2648,18GY2053,-122.7546224058,38.8209103565,521301.149,4296931.713,925.44227,979830.01,60.21,-46.62,6.96,-40.74,-18.44
2649,18GY2054,-122.7572894673,38.8179105093,521070.506,4296598.208,1009.56229,979811.55,67.97,-48.28,8.92,-40.5,-18.49
2650,18GY2055,-122.7601225623,38.8164106133,520824.992,4296431.118,1030.37333,979807.84,70.81,-47.77,8.64,-40.28,-18.44
2651,18GY2056,-122.7757902439,38.8147439706,519465.252,4296242.722,1032.3037,979811.37,75.1,-43.7,7.84,-37.02,-15.63
2652,18GY2057,-122.7816235093,38.8145780798,518958.868,4296223.087,1056.21085,979803.96,75.09,-46.39,10.11,-37.45,-16.22
2653,18GY2058,-122.7879567736,38.8124112706,518409.588,4295981.347,1029.93897,979808.37,71.59,-46.95,9.97,-38.13,-17.15
2654,18GY2059,-122.7934570304,38.812244374,517932.097,4295961.734,993.25111,979815.81,67.74,-46.7,9.13,-38.69,-17.84
2655,18GY2060,-122.7972912263,38.8130784083,517599.006,4296053.539,947.09422,979825.7,63.32,-45.96,8.05,-39.0,-18.17
2656,18GY2061,-122.8139581043,38.817078525,516151.097,4296494.346,920.93473,979828.11,57.32,-49.04,10.14,-39.96,-19.34
2657,18GY2062,-122.8169582846,38.8194114819,515890.12,4296752.703,906.48585,979831.37,55.92,-48.82,9.1,-40.78,-20.1
2658,18GY2063,-122.8242926609,38.8192445984,515253.447,4296732.935,873.33003,979838.54,52.88,-48.15,8.74,-40.44,-19.95
2659,18GY2064,-122.8277928463,38.8199116397,514949.451,4296806.377,850.09414,979843.9,51.02,-47.41,8.05,-40.37,-19.91
2660,18GY2065,-122.8479600106,38.8259116808,513197.613,4297469.083,806.61977,979854.23,47.42,-46.15,8.73,-38.39,-18.14
2661,18GY2066,-122.8519602303,38.8257447349,512850.41,4297449.987,745.95087,979867.88,42.37,-44.41,7.48,-37.85,-17.69
2662,18GY2067,-122.8522942783,38.8295785891,512820.725,4297875.375,688.72695,979879.5,36.0,-44.38,6.41,-38.84,-18.4
2663,18GY2068,-122.847294021,38.8315784509,513254.373,4298098.008,657.87386,979885.33,32.12,-44.8,6.03,-39.6,-18.88
2664,18GY2069,-122.8424597742,38.8330783312,513673.683,4298265.159,615.40177,979893.8200000001,27.37,-44.8,5.42,-40.16,-19.18
2665,18GY2070,-122.8382935516,38.8327442895,514035.355,4298228.723,550.61065,979905.42,19.01,-45.91,5.27,-41.36,-20.23
2666,18GY2071,-122.8329592825,38.8337441776,514498.142,4298340.512,521.55253,979910.1799999999,14.71,-46.95,5.45,-42.2,-20.84
2667,18GY2072,-122.8362934869,38.8374110786,514208.023,4298746.897,578.40269,979900.14,21.89,-46.14,5.02,-41.87,-20.44
2668,18GY2073,-122.8364595114,38.8394110019,514193.217,4298968.799,618.15773,979892.6799999999,26.51,-45.96,4.91,-41.85,-20.35
2669,18GY2074,-122.8314592658,38.840743881,514626.902,4299117.494,684.49963,979879.08,33.25,-46.64,4.73,-42.77,-21.1
2670,18GY2075,-122.8291261692,38.8434107438,514828.827,4299413.807,729.35862,979870.63,38.4,-46.51,4.71,-42.7,-20.84
2671,18GY2076,-122.8327933862,38.8477436238,514509.697,4299894.031,710.6818,979874.25,35.87,-46.95,5.71,-42.12,-20.11
2672,18GY2077,-122.8366265887,38.8490776222,514176.798,4300041.46,657.79492,979885.14,30.33,-46.57,5.67,-41.74,-19.72
2673,18GY2078,-122.8441269623,38.847577778,513526.234,4299873.888,674.50509,979882.37,32.86,-45.92,5.45,-41.32,-19.62
2674,18GY2079,-122.8514603307,38.8450779664,512890.315,4299595.428,568.77323,979904.03,22.13,-44.82,5.13,-40.44,-19.0
2675,18GY2080,-122.8557945482,38.842578116,512514.628,4299317.421,493.46429,979918.76,13.85,-44.67,5.5,-39.84,-18.61
2676,18GY2081,-122.8604607901,38.840411254,512110.043,4299076.34,416.53637,979931.84,3.4,-46.52,8.12,-38.98,-17.96
2677,18GY2082,-122.8637949647,38.838578362,511820.987,4298872.51,406.36642,979934.85,3.44,-45.35,7.84,-38.07,-17.26
2678,18GY2083,-122.8706283403,38.8374114775,511228.114,4298742.162,414.78557,979935.78,7.07,-42.65,6.56,-36.67,-16.16
2679,18GY2084,-122.8737955155,38.8360785606,510953.44,4298593.866,366.09363,979944.4,0.79,-43.49,8.28,-35.72,-15.35
2680,18GY2085,-122.8741285225,38.8319117263,510925.175,4298131.441,348.87956,979948.92,0.38,-41.98,6.69,-35.78,-15.65
2681,18GY2086,-122.8772962897,38.8284122917,510650.746,4297742.742,365.06957,979946.77,3.54,-40.63,5.72,-35.42,-15.62
2682,18GY2087,-122.8812965223,38.8290793016,510303.428,4297816.3,414.92969,979937.6,9.7,-40.05,5.53,-35.1,-15.43
2683,18GY2088,-122.8827966058,38.8310792348,510172.936,4298038.06,494.36677,979922.38,18.81,-39.83,5.09,-35.4,-15.72
2684,18GY2089,-122.8822965718,38.8337451227,510215.957,4298333.944,537.3888,979914.88,24.34,-39.11,4.77,-35.05,-15.23
2685,18GY2090,-122.8831296322,38.8269124051,510144.622,4297575.639,323.65669,979955.59,-0.28,-39.82,6.19,-34.1,-14.55
2686,18GY2091,-122.888962973,38.8267454634,509638.296,4297556.483,274.68984,979965.24,-5.72,-39.78,6.78,-33.41,-14.03
